date,sample,OD600
2019-10-03-2230, sample_77_1, 0.04
2019-10-03-2230, sample_77_2, 1.16
2019-10-03-2230, sample_77_3, 0.64
2019-10-03-2230, sample_77_4, 1.95
2019-10-03-2230, sample_77_5, 0.18
2019-10-03-2230, sample_77_6, 1.76
2019-10-03-2230, sample_77_7, 1.99
2019-10-03-2230, sample_77_8, 0.53
2019-10-03-2230, sample_77_9, 0.89
2019-10-03-2230, sample_77_10, 0.09
2019-10-03-2230, sample_77_11, 1.66
2019-10-03-2230, sample_77_12, 1.43
2019-10-03-2230, sample_77_13, 1.52
2019-10-03-2230, sample_77_14, 0.06
2019-10-03-2230, sample_77_15, 0.66
2019-10-03-2230, sample_77_16, 1.47
2019-10-03-2230, sample_77_17, 1.42
2019-10-03-2230, sample_77_18, 0.49
2019-10-03-2230, sample_77_19, 0.53
2019-10-03-2230, sample_77_20, 0.16
2019-10-03-2230, sample_77_21, 1.38
2019-10-03-2230, sample_77_22, 1.47
