date,sample,OD600
2019-10-03-2230, sample_52_1, 1.65
2019-10-03-2230, sample_52_2, 1.99
2019-10-03-2230, sample_52_3, 1.69
2019-10-03-2230, sample_52_4, 1.4
2019-10-03-2230, sample_52_5, 1.53
2019-10-03-2230, sample_52_6, 0.07
2019-10-03-2230, sample_52_7, 0.35
2019-10-03-2230, sample_52_8, 1.31
2019-10-03-2230, sample_52_9, 1.25
2019-10-03-2230, sample_52_10, 0.4
2019-10-03-2230, sample_52_11, 1.05
2019-10-03-2230, sample_52_12, 0.56
2019-10-03-2230, sample_52_13, 0.6
2019-10-03-2230, sample_52_14, 0.22
2019-10-03-2230, sample_52_15, 1.32
2019-10-03-2230, sample_52_16, 1.11
2019-10-03-2230, sample_52_17, 1.49
2019-10-03-2230, sample_52_18, 1.56
2019-10-03-2230, sample_52_19, 0.62
2019-10-03-2230, sample_52_20, 0.87
2019-10-03-2230, sample_52_21, 1.75
2019-10-03-2230, sample_52_22, 0.27
2019-10-03-2230, sample_52_23, 0.8
2019-10-03-2230, sample_52_24, 1.97
