date,sample,OD600
2019-10-03-2230, sample_33_1, 1.46
2019-10-03-2230, sample_33_2, 1.79
2019-10-03-2230, sample_33_3, 0.27
2019-10-03-2230, sample_33_4, 0.96
2019-10-03-2230, sample_33_5, 0.42
2019-10-03-2230, sample_33_6, 0.59
2019-10-03-2230, sample_33_7, 1.99
2019-10-03-2230, sample_33_8, 0.86
2019-10-03-2230, sample_33_9, 1.69
2019-10-03-2230, sample_33_10, 1.6
2019-10-03-2230, sample_33_11, 0.03
2019-10-03-2230, sample_33_12, 0.64
2019-10-03-2230, sample_33_13, 1.13
2019-10-03-2230, sample_33_14, 0.08
2019-10-03-2230, sample_33_15, 0.69
2019-10-03-2230, sample_33_16, 0.9
2019-10-03-2230, sample_33_17, 1.42
2019-10-03-2230, sample_33_18, 1.39
2019-10-03-2230, sample_33_19, 0.68
2019-10-03-2230, sample_33_20, 1.67
2019-10-03-2230, sample_33_21, 1.26
2019-10-03-2230, sample_33_22, 0.24
2019-10-03-2230, sample_33_23, 0.49
2019-10-03-2230, sample_33_24, 1.78
2019-10-03-2230, sample_33_25, 1.12
2019-10-03-2230, sample_33_26, 0.78
2019-10-03-2230, sample_33_27, 1.52
2019-10-03-2230, sample_33_28, 1.64
2019-10-03-2230, sample_33_29, 0.27
2019-10-03-2230, sample_33_30, 1.45
2019-10-03-2230, sample_33_31, 1.49
2019-10-03-2230, sample_33_32, 0.13
2019-10-03-2230, sample_33_33, 0.07
2019-10-03-2230, sample_33_34, 1.05
2019-10-03-2230, sample_33_35, 0.31
