date,sample,OD600
2019-10-03-2230, sample_22_1, 1.86
2019-10-03-2230, sample_22_2, 1.66
2019-10-03-2230, sample_22_3, 0.29
2019-10-03-2230, sample_22_4, 1.58
2019-10-03-2230, sample_22_5, 1.95
2019-10-03-2230, sample_22_6, 1.56
2019-10-03-2230, sample_22_7, 0.13
2019-10-03-2230, sample_22_8, 0.67
2019-10-03-2230, sample_22_9, 1.34
2019-10-03-2230, sample_22_10, 1.37
2019-10-03-2230, sample_22_11, 0.28
2019-10-03-2230, sample_22_12, 1.68
2019-10-03-2230, sample_22_13, 0.58
2019-10-03-2230, sample_22_14, 1.95
2019-10-03-2230, sample_22_15, 1.66
2019-10-03-2230, sample_22_16, 0.66
2019-10-03-2230, sample_22_17, 1.61
2019-10-03-2230, sample_22_18, 1.61
2019-10-03-2230, sample_22_19, 0.11
2019-10-03-2230, sample_22_20, 0.89
2019-10-03-2230, sample_22_21, 1.55
2019-10-03-2230, sample_22_22, 0.68
2019-10-03-2230, sample_22_23, 0.46
2019-10-03-2230, sample_22_24, 0.79
2019-10-03-2230, sample_22_25, 0.86
2019-10-03-2230, sample_22_26, 1.74
2019-10-03-2230, sample_22_27, 1.44
2019-10-03-2230, sample_22_28, 0.26
2019-10-03-2230, sample_22_29, 1.12
2019-10-03-2230, sample_22_30, 0.02
2019-10-03-2230, sample_22_31, 0.8
2019-10-03-2230, sample_22_32, 1.45
2019-10-03-2230, sample_22_33, 1.87
2019-10-03-2230, sample_22_34, 1.02
2019-10-03-2230, sample_22_35, 1.09
2019-10-03-2230, sample_22_36, 1.55
2019-10-03-2230, sample_22_37, 0.76
2019-10-03-2230, sample_22_38, 1.66
2019-10-03-2230, sample_22_39, 1.12
