date,sample,OD600
2019-10-03-2230, sample_54_1, 0.43
2019-10-03-2230, sample_54_2, 1.88
2019-10-03-2230, sample_54_3, 0.4
2019-10-03-2230, sample_54_4, 1.18
2019-10-03-2230, sample_54_5, 0.66
2019-10-03-2230, sample_54_6, 0.25
2019-10-03-2230, sample_54_7, 1.7
2019-10-03-2230, sample_54_8, 1.9
2019-10-03-2230, sample_54_9, 1.5
2019-10-03-2230, sample_54_10, 1.96
2019-10-03-2230, sample_54_11, 0.53
2019-10-03-2230, sample_54_12, 0.85
2019-10-03-2230, sample_54_13, 0.8
2019-10-03-2230, sample_54_14, 1.0
2019-10-03-2230, sample_54_15, 1.96
2019-10-03-2230, sample_54_16, 1.06
2019-10-03-2230, sample_54_17, 0.21
2019-10-03-2230, sample_54_18, 1.31
2019-10-03-2230, sample_54_19, 0.36
2019-10-03-2230, sample_54_20, 1.82
2019-10-03-2230, sample_54_21, 0.85
2019-10-03-2230, sample_54_22, 1.14
