date,sample,OD600
2019-10-03-2230, sample_98_1, 0.05
2019-10-03-2230, sample_98_2, 0.53
2019-10-03-2230, sample_98_3, 0.4
2019-10-03-2230, sample_98_4, 0.81
2019-10-03-2230, sample_98_5, 0.14
2019-10-03-2230, sample_98_6, 1.35
2019-10-03-2230, sample_98_7, 1.85
2019-10-03-2230, sample_98_8, 0.88
2019-10-03-2230, sample_98_9, 1.16
2019-10-03-2230, sample_98_10, 0.27
2019-10-03-2230, sample_98_11, 1.57
2019-10-03-2230, sample_98_12, 0.25
2019-10-03-2230, sample_98_13, 0.49
2019-10-03-2230, sample_98_14, 1.8
2019-10-03-2230, sample_98_15, 0.9
2019-10-03-2230, sample_98_16, 1.62
2019-10-03-2230, sample_98_17, 1.87
2019-10-03-2230, sample_98_18, 1.88
2019-10-03-2230, sample_98_19, 0.27
2019-10-03-2230, sample_98_20, 1.39
2019-10-03-2230, sample_98_21, 2.0
2019-10-03-2230, sample_98_22, 0.08
2019-10-03-2230, sample_98_23, 1.25
2019-10-03-2230, sample_98_24, 1.02
2019-10-03-2230, sample_98_25, 1.02
2019-10-03-2230, sample_98_26, 0.15
2019-10-03-2230, sample_98_27, 1.13
2019-10-03-2230, sample_98_28, 0.08
2019-10-03-2230, sample_98_29, 0.63
2019-10-03-2230, sample_98_30, 1.6
2019-10-03-2230, sample_98_31, 0.62
2019-10-03-2230, sample_98_32, 0.16
2019-10-03-2230, sample_98_33, 1.15
2019-10-03-2230, sample_98_34, 0.85
