date,sample,OD600
2019-10-03-2230, sample_66_1, 1.04
2019-10-03-2230, sample_66_2, 0.71
2019-10-03-2230, sample_66_3, 1.8
2019-10-03-2230, sample_66_4, 0.42
2019-10-03-2230, sample_66_5, 1.59
2019-10-03-2230, sample_66_6, 1.59
2019-10-03-2230, sample_66_7, 0.62
2019-10-03-2230, sample_66_8, 0.25
2019-10-03-2230, sample_66_9, 0.64
2019-10-03-2230, sample_66_10, 1.32
2019-10-03-2230, sample_66_11, 0.48
2019-10-03-2230, sample_66_12, 1.93
2019-10-03-2230, sample_66_13, 0.62
2019-10-03-2230, sample_66_14, 0.16
2019-10-03-2230, sample_66_15, 0.95
2019-10-03-2230, sample_66_16, 1.43
2019-10-03-2230, sample_66_17, 0.23
2019-10-03-2230, sample_66_18, 1.81
2019-10-03-2230, sample_66_19, 0.9
2019-10-03-2230, sample_66_20, 0.2
2019-10-03-2230, sample_66_21, 0.32
2019-10-03-2230, sample_66_22, 1.27
2019-10-03-2230, sample_66_23, 1.67
2019-10-03-2230, sample_66_24, 1.97
2019-10-03-2230, sample_66_25, 0.21
2019-10-03-2230, sample_66_26, 1.77
2019-10-03-2230, sample_66_27, 1.0
2019-10-03-2230, sample_66_28, 1.39
2019-10-03-2230, sample_66_29, 0.2
2019-10-03-2230, sample_66_30, 1.79
2019-10-03-2230, sample_66_31, 1.59
2019-10-03-2230, sample_66_32, 1.8
2019-10-03-2230, sample_66_33, 0.68
2019-10-03-2230, sample_66_34, 1.04
2019-10-03-2230, sample_66_35, 1.4
2019-10-03-2230, sample_66_36, 1.44
