date,sample,OD600
2019-10-03-2230, sample_39_1, 1.89
2019-10-03-2230, sample_39_2, 0.65
2019-10-03-2230, sample_39_3, 1.26
2019-10-03-2230, sample_39_4, 0.02
2019-10-03-2230, sample_39_5, 0.89
2019-10-03-2230, sample_39_6, 0.92
2019-10-03-2230, sample_39_7, 1.42
2019-10-03-2230, sample_39_8, 1.84
2019-10-03-2230, sample_39_9, 0.47
2019-10-03-2230, sample_39_10, 0.58
2019-10-03-2230, sample_39_11, 0.18
2019-10-03-2230, sample_39_12, 1.54
2019-10-03-2230, sample_39_13, 0.49
2019-10-03-2230, sample_39_14, 1.92
