date,sample,OD600
2019-10-03-2230, sample_94_1, 0.72
2019-10-03-2230, sample_94_2, 0.38
2019-10-03-2230, sample_94_3, 1.99
2019-10-03-2230, sample_94_4, 1.42
2019-10-03-2230, sample_94_5, 0.48
2019-10-03-2230, sample_94_6, 1.16
2019-10-03-2230, sample_94_7, 1.54
2019-10-03-2230, sample_94_8, 0.72
2019-10-03-2230, sample_94_9, 0.99
2019-10-03-2230, sample_94_10, 0.17
2019-10-03-2230, sample_94_11, 0.46
2019-10-03-2230, sample_94_12, 0.48
2019-10-03-2230, sample_94_13, 1.94
2019-10-03-2230, sample_94_14, 1.8
2019-10-03-2230, sample_94_15, 1.06
2019-10-03-2230, sample_94_16, 1.83
2019-10-03-2230, sample_94_17, 0.57
2019-10-03-2230, sample_94_18, 0.26
2019-10-03-2230, sample_94_19, 0.67
2019-10-03-2230, sample_94_20, 0.04
2019-10-03-2230, sample_94_21, 0.04
2019-10-03-2230, sample_94_22, 0.79
2019-10-03-2230, sample_94_23, 1.26
2019-10-03-2230, sample_94_24, 0.24
2019-10-03-2230, sample_94_25, 0.55
2019-10-03-2230, sample_94_26, 0.3
2019-10-03-2230, sample_94_27, 0.25
2019-10-03-2230, sample_94_28, 1.26
2019-10-03-2230, sample_94_29, 1.06
2019-10-03-2230, sample_94_30, 0.92
2019-10-03-2230, sample_94_31, 1.3
2019-10-03-2230, sample_94_32, 2.0
2019-10-03-2230, sample_94_33, 1.99
2019-10-03-2230, sample_94_34, 0.62
2019-10-03-2230, sample_94_35, 1.99
2019-10-03-2230, sample_94_36, 1.49
2019-10-03-2230, sample_94_37, 0.32
