date,sample,OD600
2019-10-03-2230, sample_19_1, 0.64
2019-10-03-2230, sample_19_2, 0.87
2019-10-03-2230, sample_19_3, 1.14
2019-10-03-2230, sample_19_4, 1.52
2019-10-03-2230, sample_19_5, 0.26
2019-10-03-2230, sample_19_6, 0.71
2019-10-03-2230, sample_19_7, 0.49
2019-10-03-2230, sample_19_8, 1.24
2019-10-03-2230, sample_19_9, 0.16
2019-10-03-2230, sample_19_10, 0.1
2019-10-03-2230, sample_19_11, 1.24
2019-10-03-2230, sample_19_12, 0.97
2019-10-03-2230, sample_19_13, 0.67
2019-10-03-2230, sample_19_14, 0.34
2019-10-03-2230, sample_19_15, 0.18
2019-10-03-2230, sample_19_16, 1.49
2019-10-03-2230, sample_19_17, 1.29
2019-10-03-2230, sample_19_18, 1.63
2019-10-03-2230, sample_19_19, 1.07
2019-10-03-2230, sample_19_20, 1.66
2019-10-03-2230, sample_19_21, 1.95
2019-10-03-2230, sample_19_22, 1.35
2019-10-03-2230, sample_19_23, 0.17
2019-10-03-2230, sample_19_24, 1.36
2019-10-03-2230, sample_19_25, 0.91
2019-10-03-2230, sample_19_26, 1.1
2019-10-03-2230, sample_19_27, 0.91
