date,sample,OD600
2019-10-03-2230, sample_51_1, 1.71
2019-10-03-2230, sample_51_2, 1.57
2019-10-03-2230, sample_51_3, 1.09
2019-10-03-2230, sample_51_4, 0.07
2019-10-03-2230, sample_51_5, 0.67
2019-10-03-2230, sample_51_6, 1.97
2019-10-03-2230, sample_51_7, 1.88
2019-10-03-2230, sample_51_8, 1.62
2019-10-03-2230, sample_51_9, 0.0
2019-10-03-2230, sample_51_10, 1.36
2019-10-03-2230, sample_51_11, 0.37
2019-10-03-2230, sample_51_12, 1.21
2019-10-03-2230, sample_51_13, 1.22
2019-10-03-2230, sample_51_14, 0.78
2019-10-03-2230, sample_51_15, 0.75
2019-10-03-2230, sample_51_16, 1.81
2019-10-03-2230, sample_51_17, 0.27
2019-10-03-2230, sample_51_18, 0.82
2019-10-03-2230, sample_51_19, 1.14
2019-10-03-2230, sample_51_20, 0.91
2019-10-03-2230, sample_51_21, 1.53
2019-10-03-2230, sample_51_22, 1.66
2019-10-03-2230, sample_51_23, 0.21
2019-10-03-2230, sample_51_24, 1.86
2019-10-03-2230, sample_51_25, 0.61
