date,sample,OD600
2019-10-03-2230, sample_5_1, 0.97
2019-10-03-2230, sample_5_2, 1.06
2019-10-03-2230, sample_5_3, 1.21
2019-10-03-2230, sample_5_4, 0.17
2019-10-03-2230, sample_5_5, 0.5
2019-10-03-2230, sample_5_6, 0.93
2019-10-03-2230, sample_5_7, 1.97
2019-10-03-2230, sample_5_8, 0.8
2019-10-03-2230, sample_5_9, 1.15
2019-10-03-2230, sample_5_10, 1.83
2019-10-03-2230, sample_5_11, 1.82
2019-10-03-2230, sample_5_12, 0.89
2019-10-03-2230, sample_5_13, 0.02
2019-10-03-2230, sample_5_14, 0.46
2019-10-03-2230, sample_5_15, 0.29
2019-10-03-2230, sample_5_16, 1.39
2019-10-03-2230, sample_5_17, 0.54
2019-10-03-2230, sample_5_18, 0.56
2019-10-03-2230, sample_5_19, 0.95
2019-10-03-2230, sample_5_20, 1.11
2019-10-03-2230, sample_5_21, 1.96
2019-10-03-2230, sample_5_22, 0.56
2019-10-03-2230, sample_5_23, 1.76
2019-10-03-2230, sample_5_24, 1.62
