date,sample,OD600
2019-10-03-2230, sample_64_1, 1.53
2019-10-03-2230, sample_64_2, 1.3
2019-10-03-2230, sample_64_3, 1.83
2019-10-03-2230, sample_64_4, 0.55
2019-10-03-2230, sample_64_5, 0.69
2019-10-03-2230, sample_64_6, 0.75
2019-10-03-2230, sample_64_7, 0.19
2019-10-03-2230, sample_64_8, 1.92
2019-10-03-2230, sample_64_9, 1.17
2019-10-03-2230, sample_64_10, 1.49
2019-10-03-2230, sample_64_11, 1.97
2019-10-03-2230, sample_64_12, 1.73
2019-10-03-2230, sample_64_13, 0.97
2019-10-03-2230, sample_64_14, 0.36
2019-10-03-2230, sample_64_15, 1.26
2019-10-03-2230, sample_64_16, 1.68
2019-10-03-2230, sample_64_17, 1.6
