date,sample,OD600
2019-10-03-2230, sample_24_1, 0.55
2019-10-03-2230, sample_24_2, 1.46
2019-10-03-2230, sample_24_3, 1.18
2019-10-03-2230, sample_24_4, 1.88
2019-10-03-2230, sample_24_5, 0.89
2019-10-03-2230, sample_24_6, 0.77
2019-10-03-2230, sample_24_7, 0.6
2019-10-03-2230, sample_24_8, 1.71
2019-10-03-2230, sample_24_9, 0.5
2019-10-03-2230, sample_24_10, 0.99
2019-10-03-2230, sample_24_11, 0.34
2019-10-03-2230, sample_24_12, 0.94
2019-10-03-2230, sample_24_13, 0.78
2019-10-03-2230, sample_24_14, 0.24
2019-10-03-2230, sample_24_15, 1.21
2019-10-03-2230, sample_24_16, 1.49
2019-10-03-2230, sample_24_17, 0.28
2019-10-03-2230, sample_24_18, 0.16
2019-10-03-2230, sample_24_19, 0.89
2019-10-03-2230, sample_24_20, 0.55
2019-10-03-2230, sample_24_21, 0.14
2019-10-03-2230, sample_24_22, 1.96
2019-10-03-2230, sample_24_23, 0.57
2019-10-03-2230, sample_24_24, 0.73
2019-10-03-2230, sample_24_25, 1.92
2019-10-03-2230, sample_24_26, 1.75
2019-10-03-2230, sample_24_27, 0.36
2019-10-03-2230, sample_24_28, 1.54
2019-10-03-2230, sample_24_29, 1.34
2019-10-03-2230, sample_24_30, 1.56
2019-10-03-2230, sample_24_31, 0.92
2019-10-03-2230, sample_24_32, 1.66
2019-10-03-2230, sample_24_33, 1.28
2019-10-03-2230, sample_24_34, 0.58
2019-10-03-2230, sample_24_35, 0.37
2019-10-03-2230, sample_24_36, 1.83
2019-10-03-2230, sample_24_37, 0.53
