date,sample,OD600
2019-10-03-2230, sample_99_1, 0.06
2019-10-03-2230, sample_99_2, 0.65
2019-10-03-2230, sample_99_3, 0.25
2019-10-03-2230, sample_99_4, 0.22
2019-10-03-2230, sample_99_5, 1.06
2019-10-03-2230, sample_99_6, 0.53
2019-10-03-2230, sample_99_7, 0.63
2019-10-03-2230, sample_99_8, 0.78
2019-10-03-2230, sample_99_9, 0.77
2019-10-03-2230, sample_99_10, 1.6
2019-10-03-2230, sample_99_11, 1.65
2019-10-03-2230, sample_99_12, 0.9
2019-10-03-2230, sample_99_13, 0.7
2019-10-03-2230, sample_99_14, 1.15
2019-10-03-2230, sample_99_15, 0.64
2019-10-03-2230, sample_99_16, 1.21
2019-10-03-2230, sample_99_17, 1.71
2019-10-03-2230, sample_99_18, 1.05
2019-10-03-2230, sample_99_19, 1.37
2019-10-03-2230, sample_99_20, 1.51
2019-10-03-2230, sample_99_21, 1.35
2019-10-03-2230, sample_99_22, 1.89
2019-10-03-2230, sample_99_23, 0.42
2019-10-03-2230, sample_99_24, 1.6
2019-10-03-2230, sample_99_25, 0.69
2019-10-03-2230, sample_99_26, 1.54
2019-10-03-2230, sample_99_27, 0.66
2019-10-03-2230, sample_99_28, 0.45
2019-10-03-2230, sample_99_29, 0.9
2019-10-03-2230, sample_99_30, 0.25
2019-10-03-2230, sample_99_31, 1.41
2019-10-03-2230, sample_99_32, 1.02
