date,sample,OD600
2019-10-03-2230, sample_56_1, 0.47
2019-10-03-2230, sample_56_2, 0.32
2019-10-03-2230, sample_56_3, 1.22
2019-10-03-2230, sample_56_4, 1.92
2019-10-03-2230, sample_56_5, 1.55
2019-10-03-2230, sample_56_6, 1.38
2019-10-03-2230, sample_56_7, 1.83
2019-10-03-2230, sample_56_8, 1.98
2019-10-03-2230, sample_56_9, 0.16
2019-10-03-2230, sample_56_10, 1.14
2019-10-03-2230, sample_56_11, 1.41
2019-10-03-2230, sample_56_12, 1.64
2019-10-03-2230, sample_56_13, 1.48
2019-10-03-2230, sample_56_14, 1.8
2019-10-03-2230, sample_56_15, 1.17
2019-10-03-2230, sample_56_16, 1.52
2019-10-03-2230, sample_56_17, 1.0
2019-10-03-2230, sample_56_18, 0.35
2019-10-03-2230, sample_56_19, 0.97
2019-10-03-2230, sample_56_20, 0.95
