date,sample,OD600
2019-10-03-2230, sample_73_1, 1.76
2019-10-03-2230, sample_73_2, 1.07
2019-10-03-2230, sample_73_3, 0.0
2019-10-03-2230, sample_73_4, 1.18
2019-10-03-2230, sample_73_5, 0.75
2019-10-03-2230, sample_73_6, 1.45
2019-10-03-2230, sample_73_7, 0.49
2019-10-03-2230, sample_73_8, 0.85
2019-10-03-2230, sample_73_9, 1.44
2019-10-03-2230, sample_73_10, 1.0
2019-10-03-2230, sample_73_11, 0.73
2019-10-03-2230, sample_73_12, 0.57
2019-10-03-2230, sample_73_13, 1.1
2019-10-03-2230, sample_73_14, 0.61
2019-10-03-2230, sample_73_15, 1.98
2019-10-03-2230, sample_73_16, 1.07
2019-10-03-2230, sample_73_17, 1.79
2019-10-03-2230, sample_73_18, 0.65
2019-10-03-2230, sample_73_19, 0.92
2019-10-03-2230, sample_73_20, 1.92
2019-10-03-2230, sample_73_21, 1.49
2019-10-03-2230, sample_73_22, 1.18
2019-10-03-2230, sample_73_23, 0.09
2019-10-03-2230, sample_73_24, 0.2
2019-10-03-2230, sample_73_25, 1.49
2019-10-03-2230, sample_73_26, 0.74
2019-10-03-2230, sample_73_27, 1.36
