date,sample,OD600
2019-10-03-2230, sample_16_1, 1.14
2019-10-03-2230, sample_16_2, 0.75
2019-10-03-2230, sample_16_3, 0.53
2019-10-03-2230, sample_16_4, 1.25
2019-10-03-2230, sample_16_5, 0.62
2019-10-03-2230, sample_16_6, 0.02
2019-10-03-2230, sample_16_7, 1.95
2019-10-03-2230, sample_16_8, 0.82
2019-10-03-2230, sample_16_9, 1.97
2019-10-03-2230, sample_16_10, 1.48
2019-10-03-2230, sample_16_11, 0.82
2019-10-03-2230, sample_16_12, 0.89
2019-10-03-2230, sample_16_13, 1.62
2019-10-03-2230, sample_16_14, 1.94
2019-10-03-2230, sample_16_15, 1.35
