date,sample,OD600
2019-10-03-2230, sample_97_1, 1.9
2019-10-03-2230, sample_97_2, 0.54
2019-10-03-2230, sample_97_3, 1.37
2019-10-03-2230, sample_97_4, 1.23
2019-10-03-2230, sample_97_5, 1.64
2019-10-03-2230, sample_97_6, 0.05
2019-10-03-2230, sample_97_7, 1.62
2019-10-03-2230, sample_97_8, 0.79
2019-10-03-2230, sample_97_9, 0.46
2019-10-03-2230, sample_97_10, 1.73
2019-10-03-2230, sample_97_11, 0.56
2019-10-03-2230, sample_97_12, 0.32
2019-10-03-2230, sample_97_13, 1.5
2019-10-03-2230, sample_97_14, 0.29
2019-10-03-2230, sample_97_15, 1.6
2019-10-03-2230, sample_97_16, 1.86
