date,sample,OD600
2019-10-03-2230, sample_30_1, 1.44
2019-10-03-2230, sample_30_2, 0.44
2019-10-03-2230, sample_30_3, 1.63
2019-10-03-2230, sample_30_4, 1.79
2019-10-03-2230, sample_30_5, 1.33
2019-10-03-2230, sample_30_6, 1.91
2019-10-03-2230, sample_30_7, 0.5
2019-10-03-2230, sample_30_8, 1.87
2019-10-03-2230, sample_30_9, 0.79
2019-10-03-2230, sample_30_10, 1.65
2019-10-03-2230, sample_30_11, 0.23
2019-10-03-2230, sample_30_12, 1.53
2019-10-03-2230, sample_30_13, 1.05
2019-10-03-2230, sample_30_14, 1.15
2019-10-03-2230, sample_30_15, 0.37
2019-10-03-2230, sample_30_16, 1.06
2019-10-03-2230, sample_30_17, 1.51
2019-10-03-2230, sample_30_18, 0.02
2019-10-03-2230, sample_30_19, 0.85
2019-10-03-2230, sample_30_20, 0.49
2019-10-03-2230, sample_30_21, 1.78
2019-10-03-2230, sample_30_22, 1.53
2019-10-03-2230, sample_30_23, 1.79
2019-10-03-2230, sample_30_24, 0.08
2019-10-03-2230, sample_30_25, 0.08
2019-10-03-2230, sample_30_26, 0.78
2019-10-03-2230, sample_30_27, 0.78
2019-10-03-2230, sample_30_28, 1.59
