date,sample,OD600
2019-10-03-2230, sample_18_1, 0.74
2019-10-03-2230, sample_18_2, 1.38
2019-10-03-2230, sample_18_3, 0.71
2019-10-03-2230, sample_18_4, 1.74
2019-10-03-2230, sample_18_5, 1.36
2019-10-03-2230, sample_18_6, 0.67
2019-10-03-2230, sample_18_7, 0.93
2019-10-03-2230, sample_18_8, 1.77
2019-10-03-2230, sample_18_9, 0.86
2019-10-03-2230, sample_18_10, 0.29
2019-10-03-2230, sample_18_11, 0.18
2019-10-03-2230, sample_18_12, 1.12
2019-10-03-2230, sample_18_13, 1.53
2019-10-03-2230, sample_18_14, 1.62
2019-10-03-2230, sample_18_15, 1.07
2019-10-03-2230, sample_18_16, 1.16
2019-10-03-2230, sample_18_17, 0.81
2019-10-03-2230, sample_18_18, 1.26
2019-10-03-2230, sample_18_19, 0.87
2019-10-03-2230, sample_18_20, 1.21
2019-10-03-2230, sample_18_21, 1.3
2019-10-03-2230, sample_18_22, 1.92
2019-10-03-2230, sample_18_23, 0.95
2019-10-03-2230, sample_18_24, 1.56
2019-10-03-2230, sample_18_25, 1.41
2019-10-03-2230, sample_18_26, 0.76
2019-10-03-2230, sample_18_27, 1.07
2019-10-03-2230, sample_18_28, 1.67
2019-10-03-2230, sample_18_29, 0.4
2019-10-03-2230, sample_18_30, 0.11
2019-10-03-2230, sample_18_31, 1.76
2019-10-03-2230, sample_18_32, 0.81
2019-10-03-2230, sample_18_33, 0.95
2019-10-03-2230, sample_18_34, 0.35
