date,sample,OD600
2019-10-03-2230, sample_36_1, 0.9
2019-10-03-2230, sample_36_2, 1.75
2019-10-03-2230, sample_36_3, 1.5
2019-10-03-2230, sample_36_4, 0.2
2019-10-03-2230, sample_36_5, 0.66
2019-10-03-2230, sample_36_6, 0.93
2019-10-03-2230, sample_36_7, 1.49
2019-10-03-2230, sample_36_8, 0.63
2019-10-03-2230, sample_36_9, 0.48
2019-10-03-2230, sample_36_10, 1.05
2019-10-03-2230, sample_36_11, 0.13
2019-10-03-2230, sample_36_12, 0.85
2019-10-03-2230, sample_36_13, 1.42
2019-10-03-2230, sample_36_14, 1.75
2019-10-03-2230, sample_36_15, 0.0
2019-10-03-2230, sample_36_16, 0.03
2019-10-03-2230, sample_36_17, 0.32
2019-10-03-2230, sample_36_18, 1.5
2019-10-03-2230, sample_36_19, 0.71
2019-10-03-2230, sample_36_20, 1.67
2019-10-03-2230, sample_36_21, 0.23
2019-10-03-2230, sample_36_22, 1.75
2019-10-03-2230, sample_36_23, 1.88
2019-10-03-2230, sample_36_24, 1.65
2019-10-03-2230, sample_36_25, 0.85
2019-10-03-2230, sample_36_26, 0.79
2019-10-03-2230, sample_36_27, 1.84
2019-10-03-2230, sample_36_28, 1.02
2019-10-03-2230, sample_36_29, 1.4
2019-10-03-2230, sample_36_30, 0.79
2019-10-03-2230, sample_36_31, 1.99
2019-10-03-2230, sample_36_32, 0.63
2019-10-03-2230, sample_36_33, 1.61
2019-10-03-2230, sample_36_34, 1.48
2019-10-03-2230, sample_36_35, 1.24
2019-10-03-2230, sample_36_36, 0.2
2019-10-03-2230, sample_36_37, 1.96
2019-10-03-2230, sample_36_38, 0.45
2019-10-03-2230, sample_36_39, 1.26
2019-10-03-2230, sample_36_40, 1.94
