date,sample,OD600
2019-10-03-2230, sample_91_1, 0.92
2019-10-03-2230, sample_91_2, 0.11
2019-10-03-2230, sample_91_3, 1.4
2019-10-03-2230, sample_91_4, 1.19
2019-10-03-2230, sample_91_5, 1.38
2019-10-03-2230, sample_91_6, 1.94
2019-10-03-2230, sample_91_7, 1.64
2019-10-03-2230, sample_91_8, 0.37
2019-10-03-2230, sample_91_9, 0.99
2019-10-03-2230, sample_91_10, 1.06
2019-10-03-2230, sample_91_11, 1.07
2019-10-03-2230, sample_91_12, 1.65
2019-10-03-2230, sample_91_13, 1.54
2019-10-03-2230, sample_91_14, 0.89
2019-10-03-2230, sample_91_15, 1.33
2019-10-03-2230, sample_91_16, 1.78
2019-10-03-2230, sample_91_17, 1.96
2019-10-03-2230, sample_91_18, 1.16
2019-10-03-2230, sample_91_19, 1.75
2019-10-03-2230, sample_91_20, 0.41
2019-10-03-2230, sample_91_21, 1.93
2019-10-03-2230, sample_91_22, 0.55
2019-10-03-2230, sample_91_23, 1.07
2019-10-03-2230, sample_91_24, 0.34
2019-10-03-2230, sample_91_25, 1.78
2019-10-03-2230, sample_91_26, 0.55
2019-10-03-2230, sample_91_27, 1.43
2019-10-03-2230, sample_91_28, 0.84
