date,sample,OD600
2019-10-03-2230, sample_15_1, 1.57
2019-10-03-2230, sample_15_2, 0.64
2019-10-03-2230, sample_15_3, 1.85
2019-10-03-2230, sample_15_4, 1.79
2019-10-03-2230, sample_15_5, 0.16
2019-10-03-2230, sample_15_6, 1.34
2019-10-03-2230, sample_15_7, 0.4
2019-10-03-2230, sample_15_8, 1.95
2019-10-03-2230, sample_15_9, 1.02
2019-10-03-2230, sample_15_10, 1.08
2019-10-03-2230, sample_15_11, 0.22
2019-10-03-2230, sample_15_12, 1.86
2019-10-03-2230, sample_15_13, 0.13
2019-10-03-2230, sample_15_14, 0.72
2019-10-03-2230, sample_15_15, 1.26
2019-10-03-2230, sample_15_16, 0.03
2019-10-03-2230, sample_15_17, 1.44
2019-10-03-2230, sample_15_18, 1.87
2019-10-03-2230, sample_15_19, 1.54
2019-10-03-2230, sample_15_20, 0.14
2019-10-03-2230, sample_15_21, 0.11
2019-10-03-2230, sample_15_22, 1.13
2019-10-03-2230, sample_15_23, 1.4
2019-10-03-2230, sample_15_24, 1.47
2019-10-03-2230, sample_15_25, 1.7
2019-10-03-2230, sample_15_26, 1.07
2019-10-03-2230, sample_15_27, 1.68
2019-10-03-2230, sample_15_28, 0.08
2019-10-03-2230, sample_15_29, 0.61
