date,sample,OD600
2019-10-03-2230, sample_12_1, 1.38
2019-10-03-2230, sample_12_2, 1.26
2019-10-03-2230, sample_12_3, 0.13
2019-10-03-2230, sample_12_4, 1.63
2019-10-03-2230, sample_12_5, 0.68
2019-10-03-2230, sample_12_6, 1.75
2019-10-03-2230, sample_12_7, 0.22
2019-10-03-2230, sample_12_8, 1.37
2019-10-03-2230, sample_12_9, 0.8
2019-10-03-2230, sample_12_10, 1.61
2019-10-03-2230, sample_12_11, 0.05
2019-10-03-2230, sample_12_12, 0.74
2019-10-03-2230, sample_12_13, 0.04
2019-10-03-2230, sample_12_14, 0.42
2019-10-03-2230, sample_12_15, 0.93
2019-10-03-2230, sample_12_16, 0.37
2019-10-03-2230, sample_12_17, 1.14
2019-10-03-2230, sample_12_18, 0.29
2019-10-03-2230, sample_12_19, 1.13
2019-10-03-2230, sample_12_20, 1.69
2019-10-03-2230, sample_12_21, 1.73
2019-10-03-2230, sample_12_22, 1.55
2019-10-03-2230, sample_12_23, 1.28
2019-10-03-2230, sample_12_24, 0.04
2019-10-03-2230, sample_12_25, 0.93
2019-10-03-2230, sample_12_26, 1.86
2019-10-03-2230, sample_12_27, 0.44
