date,sample,OD600
2019-10-03-2230, sample_83_1, 0.11
2019-10-03-2230, sample_83_2, 1.71
2019-10-03-2230, sample_83_3, 1.39
2019-10-03-2230, sample_83_4, 0.21
2019-10-03-2230, sample_83_5, 1.99
2019-10-03-2230, sample_83_6, 0.58
2019-10-03-2230, sample_83_7, 1.9
2019-10-03-2230, sample_83_8, 1.66
2019-10-03-2230, sample_83_9, 1.67
2019-10-03-2230, sample_83_10, 0.05
2019-10-03-2230, sample_83_11, 0.9
2019-10-03-2230, sample_83_12, 1.59
2019-10-03-2230, sample_83_13, 0.77
2019-10-03-2230, sample_83_14, 1.17
2019-10-03-2230, sample_83_15, 1.2
2019-10-03-2230, sample_83_16, 1.29
2019-10-03-2230, sample_83_17, 0.34
2019-10-03-2230, sample_83_18, 1.7
2019-10-03-2230, sample_83_19, 0.84
2019-10-03-2230, sample_83_20, 1.87
2019-10-03-2230, sample_83_21, 0.15
2019-10-03-2230, sample_83_22, 1.01
2019-10-03-2230, sample_83_23, 1.46
2019-10-03-2230, sample_83_24, 1.36
2019-10-03-2230, sample_83_25, 0.48
2019-10-03-2230, sample_83_26, 0.25
2019-10-03-2230, sample_83_27, 0.24
2019-10-03-2230, sample_83_28, 1.82
2019-10-03-2230, sample_83_29, 0.47
2019-10-03-2230, sample_83_30, 1.49
2019-10-03-2230, sample_83_31, 0.67
2019-10-03-2230, sample_83_32, 0.16
2019-10-03-2230, sample_83_33, 1.04
2019-10-03-2230, sample_83_34, 1.69
2019-10-03-2230, sample_83_35, 1.93
2019-10-03-2230, sample_83_36, 0.45
2019-10-03-2230, sample_83_37, 0.23
