date,sample,OD600
2019-10-03-2230, sample_69_1, 0.46
2019-10-03-2230, sample_69_2, 1.8
2019-10-03-2230, sample_69_3, 1.94
2019-10-03-2230, sample_69_4, 1.96
2019-10-03-2230, sample_69_5, 0.36
2019-10-03-2230, sample_69_6, 0.31
2019-10-03-2230, sample_69_7, 1.39
2019-10-03-2230, sample_69_8, 1.93
2019-10-03-2230, sample_69_9, 1.72
2019-10-03-2230, sample_69_10, 1.92
2019-10-03-2230, sample_69_11, 0.63
2019-10-03-2230, sample_69_12, 0.79
2019-10-03-2230, sample_69_13, 1.64
2019-10-03-2230, sample_69_14, 0.5
2019-10-03-2230, sample_69_15, 1.91
2019-10-03-2230, sample_69_16, 1.03
2019-10-03-2230, sample_69_17, 1.4
2019-10-03-2230, sample_69_18, 0.67
