date,sample,OD600
2019-10-03-2230, sample_80_1, 0.15
2019-10-03-2230, sample_80_2, 0.38
2019-10-03-2230, sample_80_3, 0.57
2019-10-03-2230, sample_80_4, 1.11
2019-10-03-2230, sample_80_5, 0.27
2019-10-03-2230, sample_80_6, 1.17
2019-10-03-2230, sample_80_7, 0.54
2019-10-03-2230, sample_80_8, 0.59
2019-10-03-2230, sample_80_9, 1.72
2019-10-03-2230, sample_80_10, 2.0
2019-10-03-2230, sample_80_11, 0.55
2019-10-03-2230, sample_80_12, 1.03
2019-10-03-2230, sample_80_13, 0.14
2019-10-03-2230, sample_80_14, 1.26
2019-10-03-2230, sample_80_15, 0.69
2019-10-03-2230, sample_80_16, 0.03
2019-10-03-2230, sample_80_17, 1.72
2019-10-03-2230, sample_80_18, 1.25
2019-10-03-2230, sample_80_19, 0.39
2019-10-03-2230, sample_80_20, 1.07
2019-10-03-2230, sample_80_21, 0.46
2019-10-03-2230, sample_80_22, 0.85
2019-10-03-2230, sample_80_23, 0.64
2019-10-03-2230, sample_80_24, 1.81
