date,sample,OD600
2019-10-03-2230, sample_74_1, 1.61
2019-10-03-2230, sample_74_2, 1.21
2019-10-03-2230, sample_74_3, 1.71
2019-10-03-2230, sample_74_4, 0.8
2019-10-03-2230, sample_74_5, 0.99
2019-10-03-2230, sample_74_6, 0.13
2019-10-03-2230, sample_74_7, 0.14
2019-10-03-2230, sample_74_8, 1.8
2019-10-03-2230, sample_74_9, 0.62
2019-10-03-2230, sample_74_10, 0.48
2019-10-03-2230, sample_74_11, 0.58
2019-10-03-2230, sample_74_12, 0.4
2019-10-03-2230, sample_74_13, 0.23
2019-10-03-2230, sample_74_14, 1.57
2019-10-03-2230, sample_74_15, 0.79
2019-10-03-2230, sample_74_16, 1.96
2019-10-03-2230, sample_74_17, 0.47
2019-10-03-2230, sample_74_18, 0.3
2019-10-03-2230, sample_74_19, 0.3
2019-10-03-2230, sample_74_20, 1.46
2019-10-03-2230, sample_74_21, 1.68
2019-10-03-2230, sample_74_22, 1.26
2019-10-03-2230, sample_74_23, 0.84
2019-10-03-2230, sample_74_24, 0.97
2019-10-03-2230, sample_74_25, 1.74
2019-10-03-2230, sample_74_26, 0.46
2019-10-03-2230, sample_74_27, 0.01
2019-10-03-2230, sample_74_28, 1.55
2019-10-03-2230, sample_74_29, 0.66
2019-10-03-2230, sample_74_30, 0.81
2019-10-03-2230, sample_74_31, 1.26
2019-10-03-2230, sample_74_32, 0.45
2019-10-03-2230, sample_74_33, 1.64
2019-10-03-2230, sample_74_34, 0.58
2019-10-03-2230, sample_74_35, 1.33
2019-10-03-2230, sample_74_36, 1.29
2019-10-03-2230, sample_74_37, 0.84
2019-10-03-2230, sample_74_38, 1.22
