date,sample,OD600
2019-10-03-2230, sample_62_1, 0.78
2019-10-03-2230, sample_62_2, 1.43
2019-10-03-2230, sample_62_3, 0.69
2019-10-03-2230, sample_62_4, 1.9
2019-10-03-2230, sample_62_5, 0.12
2019-10-03-2230, sample_62_6, 1.68
2019-10-03-2230, sample_62_7, 1.16
2019-10-03-2230, sample_62_8, 0.73
2019-10-03-2230, sample_62_9, 0.87
2019-10-03-2230, sample_62_10, 1.41
2019-10-03-2230, sample_62_11, 0.25
2019-10-03-2230, sample_62_12, 0.49
2019-10-03-2230, sample_62_13, 1.41
2019-10-03-2230, sample_62_14, 0.48
2019-10-03-2230, sample_62_15, 1.2
2019-10-03-2230, sample_62_16, 1.82
2019-10-03-2230, sample_62_17, 0.18
2019-10-03-2230, sample_62_18, 1.06
2019-10-03-2230, sample_62_19, 1.3
2019-10-03-2230, sample_62_20, 0.42
2019-10-03-2230, sample_62_21, 0.97
2019-10-03-2230, sample_62_22, 0.87
2019-10-03-2230, sample_62_23, 0.16
2019-10-03-2230, sample_62_24, 1.51
2019-10-03-2230, sample_62_25, 1.95
2019-10-03-2230, sample_62_26, 1.98
2019-10-03-2230, sample_62_27, 1.18
2019-10-03-2230, sample_62_28, 0.42
2019-10-03-2230, sample_62_29, 0.14
2019-10-03-2230, sample_62_30, 1.02
2019-10-03-2230, sample_62_31, 1.02
2019-10-03-2230, sample_62_32, 1.45
2019-10-03-2230, sample_62_33, 0.34
2019-10-03-2230, sample_62_34, 0.93
2019-10-03-2230, sample_62_35, 0.61
2019-10-03-2230, sample_62_36, 0.4
2019-10-03-2230, sample_62_37, 1.14
2019-10-03-2230, sample_62_38, 1.08
