date,sample,OD600
2019-10-03-2230, sample_7_1, 1.62
2019-10-03-2230, sample_7_2, 1.94
2019-10-03-2230, sample_7_3, 0.49
2019-10-03-2230, sample_7_4, 0.35
2019-10-03-2230, sample_7_5, 1.46
2019-10-03-2230, sample_7_6, 1.48
2019-10-03-2230, sample_7_7, 1.22
2019-10-03-2230, sample_7_8, 0.65
2019-10-03-2230, sample_7_9, 1.6
2019-10-03-2230, sample_7_10, 0.73
2019-10-03-2230, sample_7_11, 0.53
2019-10-03-2230, sample_7_12, 0.41
2019-10-03-2230, sample_7_13, 0.93
2019-10-03-2230, sample_7_14, 0.58
2019-10-03-2230, sample_7_15, 1.01
2019-10-03-2230, sample_7_16, 0.27
2019-10-03-2230, sample_7_17, 0.68
2019-10-03-2230, sample_7_18, 0.48
2019-10-03-2230, sample_7_19, 1.66
2019-10-03-2230, sample_7_20, 0.63
2019-10-03-2230, sample_7_21, 0.04
