date,sample,OD600
2019-10-03-2230, sample_72_1, 2.0
2019-10-03-2230, sample_72_2, 0.22
2019-10-03-2230, sample_72_3, 0.49
2019-10-03-2230, sample_72_4, 0.83
2019-10-03-2230, sample_72_5, 0.76
2019-10-03-2230, sample_72_6, 1.0
2019-10-03-2230, sample_72_7, 1.94
2019-10-03-2230, sample_72_8, 1.71
2019-10-03-2230, sample_72_9, 1.65
2019-10-03-2230, sample_72_10, 1.01
2019-10-03-2230, sample_72_11, 1.33
2019-10-03-2230, sample_72_12, 0.6
2019-10-03-2230, sample_72_13, 1.67
2019-10-03-2230, sample_72_14, 0.97
2019-10-03-2230, sample_72_15, 0.69
2019-10-03-2230, sample_72_16, 0.51
2019-10-03-2230, sample_72_17, 1.64
2019-10-03-2230, sample_72_18, 1.57
2019-10-03-2230, sample_72_19, 0.85
2019-10-03-2230, sample_72_20, 1.28
2019-10-03-2230, sample_72_21, 1.72
2019-10-03-2230, sample_72_22, 0.08
2019-10-03-2230, sample_72_23, 0.95
2019-10-03-2230, sample_72_24, 1.41
