date,sample,OD600
2019-10-03-2230, sample_20_1, 0.51
2019-10-03-2230, sample_20_2, 1.63
2019-10-03-2230, sample_20_3, 1.55
2019-10-03-2230, sample_20_4, 0.86
2019-10-03-2230, sample_20_5, 0.08
2019-10-03-2230, sample_20_6, 1.3
2019-10-03-2230, sample_20_7, 1.8
2019-10-03-2230, sample_20_8, 0.81
2019-10-03-2230, sample_20_9, 0.78
2019-10-03-2230, sample_20_10, 1.16
2019-10-03-2230, sample_20_11, 1.82
2019-10-03-2230, sample_20_12, 1.05
2019-10-03-2230, sample_20_13, 1.08
2019-10-03-2230, sample_20_14, 0.75
2019-10-03-2230, sample_20_15, 1.7
2019-10-03-2230, sample_20_16, 0.19
2019-10-03-2230, sample_20_17, 1.76
2019-10-03-2230, sample_20_18, 1.12
2019-10-03-2230, sample_20_19, 1.85
2019-10-03-2230, sample_20_20, 0.2
2019-10-03-2230, sample_20_21, 0.02
2019-10-03-2230, sample_20_22, 0.53
2019-10-03-2230, sample_20_23, 0.62
2019-10-03-2230, sample_20_24, 1.94
2019-10-03-2230, sample_20_25, 1.54
