date,sample,OD600
2019-10-03-2230, sample_55_1, 1.35
2019-10-03-2230, sample_55_2, 1.45
2019-10-03-2230, sample_55_3, 2.0
2019-10-03-2230, sample_55_4, 1.94
2019-10-03-2230, sample_55_5, 1.19
2019-10-03-2230, sample_55_6, 0.1
2019-10-03-2230, sample_55_7, 1.61
2019-10-03-2230, sample_55_8, 1.26
2019-10-03-2230, sample_55_9, 1.11
2019-10-03-2230, sample_55_10, 0.36
2019-10-03-2230, sample_55_11, 0.57
2019-10-03-2230, sample_55_12, 0.62
2019-10-03-2230, sample_55_13, 1.18
2019-10-03-2230, sample_55_14, 1.03
2019-10-03-2230, sample_55_15, 0.06
2019-10-03-2230, sample_55_16, 0.1
2019-10-03-2230, sample_55_17, 1.84
2019-10-03-2230, sample_55_18, 1.8
2019-10-03-2230, sample_55_19, 1.96
2019-10-03-2230, sample_55_20, 1.67
2019-10-03-2230, sample_55_21, 1.04
