date,sample,OD600
2019-10-03-2230, sample_70_1, 1.22
2019-10-03-2230, sample_70_2, 1.19
2019-10-03-2230, sample_70_3, 0.54
2019-10-03-2230, sample_70_4, 1.13
2019-10-03-2230, sample_70_5, 0.12
2019-10-03-2230, sample_70_6, 1.02
2019-10-03-2230, sample_70_7, 1.02
2019-10-03-2230, sample_70_8, 1.8
2019-10-03-2230, sample_70_9, 0.33
2019-10-03-2230, sample_70_10, 0.63
2019-10-03-2230, sample_70_11, 0.67
2019-10-03-2230, sample_70_12, 0.6
2019-10-03-2230, sample_70_13, 1.57
2019-10-03-2230, sample_70_14, 0.05
2019-10-03-2230, sample_70_15, 0.99
2019-10-03-2230, sample_70_16, 1.31
2019-10-03-2230, sample_70_17, 0.19
2019-10-03-2230, sample_70_18, 0.32
2019-10-03-2230, sample_70_19, 0.83
2019-10-03-2230, sample_70_20, 0.54
2019-10-03-2230, sample_70_21, 0.31
2019-10-03-2230, sample_70_22, 1.62
2019-10-03-2230, sample_70_23, 0.3
2019-10-03-2230, sample_70_24, 1.36
2019-10-03-2230, sample_70_25, 1.36
2019-10-03-2230, sample_70_26, 0.84
2019-10-03-2230, sample_70_27, 0.11
2019-10-03-2230, sample_70_28, 1.87
2019-10-03-2230, sample_70_29, 1.17
2019-10-03-2230, sample_70_30, 0.11
2019-10-03-2230, sample_70_31, 1.24
2019-10-03-2230, sample_70_32, 0.64
2019-10-03-2230, sample_70_33, 0.02
2019-10-03-2230, sample_70_34, 1.26
2019-10-03-2230, sample_70_35, 1.28
2019-10-03-2230, sample_70_36, 0.3
