date,sample,OD600
2019-10-03-2230, sample_34_1, 1.89
2019-10-03-2230, sample_34_2, 0.56
2019-10-03-2230, sample_34_3, 1.14
2019-10-03-2230, sample_34_4, 0.69
2019-10-03-2230, sample_34_5, 0.96
2019-10-03-2230, sample_34_6, 0.76
2019-10-03-2230, sample_34_7, 0.63
2019-10-03-2230, sample_34_8, 0.05
2019-10-03-2230, sample_34_9, 1.44
2019-10-03-2230, sample_34_10, 1.87
2019-10-03-2230, sample_34_11, 1.72
2019-10-03-2230, sample_34_12, 0.85
2019-10-03-2230, sample_34_13, 0.12
2019-10-03-2230, sample_34_14, 1.9
2019-10-03-2230, sample_34_15, 1.46
2019-10-03-2230, sample_34_16, 1.05
2019-10-03-2230, sample_34_17, 0.44
2019-10-03-2230, sample_34_18, 0.74
2019-10-03-2230, sample_34_19, 1.33
2019-10-03-2230, sample_34_20, 1.46
2019-10-03-2230, sample_34_21, 0.67
2019-10-03-2230, sample_34_22, 0.66
2019-10-03-2230, sample_34_23, 1.12
2019-10-03-2230, sample_34_24, 0.67
2019-10-03-2230, sample_34_25, 0.15
2019-10-03-2230, sample_34_26, 1.9
2019-10-03-2230, sample_34_27, 1.13
2019-10-03-2230, sample_34_28, 0.85
2019-10-03-2230, sample_34_29, 1.65
2019-10-03-2230, sample_34_30, 0.76
2019-10-03-2230, sample_34_31, 1.85
2019-10-03-2230, sample_34_32, 0.76
2019-10-03-2230, sample_34_33, 0.1
2019-10-03-2230, sample_34_34, 0.36
2019-10-03-2230, sample_34_35, 0.89
