date,sample,OD600
2019-10-03-2230, sample_38_1, 0.93
2019-10-03-2230, sample_38_2, 1.79
2019-10-03-2230, sample_38_3, 1.48
2019-10-03-2230, sample_38_4, 1.1
2019-10-03-2230, sample_38_5, 0.48
2019-10-03-2230, sample_38_6, 1.29
2019-10-03-2230, sample_38_7, 0.22
2019-10-03-2230, sample_38_8, 1.23
2019-10-03-2230, sample_38_9, 1.27
2019-10-03-2230, sample_38_10, 0.51
2019-10-03-2230, sample_38_11, 1.29
2019-10-03-2230, sample_38_12, 0.95
2019-10-03-2230, sample_38_13, 1.6
2019-10-03-2230, sample_38_14, 0.65
2019-10-03-2230, sample_38_15, 0.29
2019-10-03-2230, sample_38_16, 1.5
2019-10-03-2230, sample_38_17, 1.98
2019-10-03-2230, sample_38_18, 1.33
2019-10-03-2230, sample_38_19, 0.06
2019-10-03-2230, sample_38_20, 0.26
2019-10-03-2230, sample_38_21, 0.58
2019-10-03-2230, sample_38_22, 1.4
2019-10-03-2230, sample_38_23, 0.57
2019-10-03-2230, sample_38_24, 0.39
2019-10-03-2230, sample_38_25, 1.36
2019-10-03-2230, sample_38_26, 1.36
2019-10-03-2230, sample_38_27, 1.59
2019-10-03-2230, sample_38_28, 0.69
2019-10-03-2230, sample_38_29, 0.46
2019-10-03-2230, sample_38_30, 1.87
2019-10-03-2230, sample_38_31, 1.79
