date,sample,OD600
2019-10-03-2230, sample_65_1, 0.96
2019-10-03-2230, sample_65_2, 0.92
2019-10-03-2230, sample_65_3, 0.76
2019-10-03-2230, sample_65_4, 0.0
2019-10-03-2230, sample_65_5, 0.54
2019-10-03-2230, sample_65_6, 0.79
2019-10-03-2230, sample_65_7, 1.61
2019-10-03-2230, sample_65_8, 1.46
2019-10-03-2230, sample_65_9, 1.58
2019-10-03-2230, sample_65_10, 1.49
2019-10-03-2230, sample_65_11, 0.08
2019-10-03-2230, sample_65_12, 1.19
2019-10-03-2230, sample_65_13, 1.11
2019-10-03-2230, sample_65_14, 1.99
2019-10-03-2230, sample_65_15, 0.28
2019-10-03-2230, sample_65_16, 1.4
2019-10-03-2230, sample_65_17, 1.26
2019-10-03-2230, sample_65_18, 1.62
2019-10-03-2230, sample_65_19, 0.86
2019-10-03-2230, sample_65_20, 0.05
2019-10-03-2230, sample_65_21, 0.4
2019-10-03-2230, sample_65_22, 1.0
2019-10-03-2230, sample_65_23, 0.12
2019-10-03-2230, sample_65_24, 0.72
2019-10-03-2230, sample_65_25, 1.9
2019-10-03-2230, sample_65_26, 0.53
2019-10-03-2230, sample_65_27, 0.57
2019-10-03-2230, sample_65_28, 0.71
2019-10-03-2230, sample_65_29, 1.78
2019-10-03-2230, sample_65_30, 1.41
2019-10-03-2230, sample_65_31, 1.82
2019-10-03-2230, sample_65_32, 1.53
