date,sample,OD600
2019-10-03-2230, sample_6_1, 0.33
2019-10-03-2230, sample_6_2, 0.91
2019-10-03-2230, sample_6_3, 1.71
2019-10-03-2230, sample_6_4, 0.65
2019-10-03-2230, sample_6_5, 0.09
2019-10-03-2230, sample_6_6, 0.49
2019-10-03-2230, sample_6_7, 1.73
2019-10-03-2230, sample_6_8, 0.1
2019-10-03-2230, sample_6_9, 0.05
2019-10-03-2230, sample_6_10, 1.72
2019-10-03-2230, sample_6_11, 0.98
2019-10-03-2230, sample_6_12, 0.38
2019-10-03-2230, sample_6_13, 1.36
2019-10-03-2230, sample_6_14, 0.44
2019-10-03-2230, sample_6_15, 0.66
2019-10-03-2230, sample_6_16, 0.01
2019-10-03-2230, sample_6_17, 0.72
2019-10-03-2230, sample_6_18, 0.1
2019-10-03-2230, sample_6_19, 0.32
2019-10-03-2230, sample_6_20, 0.0
2019-10-03-2230, sample_6_21, 0.95
2019-10-03-2230, sample_6_22, 0.11
2019-10-03-2230, sample_6_23, 0.57
2019-10-03-2230, sample_6_24, 0.0
2019-10-03-2230, sample_6_25, 1.55
2019-10-03-2230, sample_6_26, 1.74
2019-10-03-2230, sample_6_27, 0.26
