date,sample,OD600
2019-10-03-2230, sample_82_1, 0.58
2019-10-03-2230, sample_82_2, 0.46
2019-10-03-2230, sample_82_3, 1.35
2019-10-03-2230, sample_82_4, 0.98
2019-10-03-2230, sample_82_5, 1.19
2019-10-03-2230, sample_82_6, 1.95
2019-10-03-2230, sample_82_7, 1.14
2019-10-03-2230, sample_82_8, 1.21
2019-10-03-2230, sample_82_9, 1.8
2019-10-03-2230, sample_82_10, 0.74
2019-10-03-2230, sample_82_11, 1.93
2019-10-03-2230, sample_82_12, 1.61
2019-10-03-2230, sample_82_13, 1.62
2019-10-03-2230, sample_82_14, 0.07
2019-10-03-2230, sample_82_15, 1.8
2019-10-03-2230, sample_82_16, 0.36
2019-10-03-2230, sample_82_17, 1.7
2019-10-03-2230, sample_82_18, 1.59
2019-10-03-2230, sample_82_19, 1.65
2019-10-03-2230, sample_82_20, 0.34
2019-10-03-2230, sample_82_21, 1.24
2019-10-03-2230, sample_82_22, 0.74
2019-10-03-2230, sample_82_23, 1.7
